LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.0
Amygdala;DICE;STD;0.0
GreyMatter;DICE;MEAN;0.44168401885402064
GreyMatter;DICE;STD;0.07804825946411009
Hippocampus;DICE;MEAN;0.0
Hippocampus;DICE;STD;0.0
Thalamus;DICE;MEAN;0.14059807287038656
Thalamus;DICE;STD;0.04853454345506843
WhiteMatter;DICE;MEAN;0.5932293210788064
WhiteMatter;DICE;STD;0.10499681743370631
